Party,Handle,Tweet
Congress,incindia,Relationship between India and UAE has been an old and a successful one of tolerance and mutual benefits. There is a lot of room for what we can do together: Congress President @RahulGandhi #RahulGandhiPressMeet  https://t.co/fiWbhDsh54
Congress,incindia,"PM Modi helped Mr. Anil Ambani steal ₹30,000Cr. I haven't yet got the answer for whether Defence Ministry officials objected to PM bypassing the Rafale deal: Congress President @RahulGandhi #RahulGandhiPressMeet  https://t.co/MoL5OhSdAG"
Congress,incindia,"Congress party has tremendous to offer to the people of Uttar Pradesh. I have tremendous respect to the leaders of BSP and SP, they have a right to do what they want to do: Congress President @RahulGandhi #RahulGandhiPressMeet  https://t.co/ywjII2iCTa"
Congress,incindia,LIVE: Congress President @RahulGandhi addresses the media in Dubai. #RahulGandhiPressMeet  https://t.co/oOtBV5RAWQ
Congress,incindia,Watch these young minds engage in a riveting conversation with Congress President @RahulGandhi.   #RahulGandhiWithDubaiStudents  https://t.co/Yvk6RdhXH8
Congress,incindia,On #NationalYouthDay it is imperative we work together as a community to bring student issues to the forefront of our political discourse.   #BehtarBharat
Congress,incindia,Congress President @RahulGandhi visits the Sheikh Zayed Grand Mosque in Abu Dhabi during his two day visit to the UAE.  https://t.co/kxhNxOPbl0
Congress,incindia,Congress President @RahulGandhi has an engaging conversation with the Indian Business/Professional Group in Abu Dhabi to discuss the future of Asia in the global economy.   #RahulGandhiInUAE  https://t.co/C22fT9aQjP
Congress,incindia,"Sorry to burst your bubble of falsehood Modiji, but there are several allegations of corruption against your government. Case in point: #RafaleScam   Please refer to:  https://t.co/LcyqaQqpKC for more."
Congress,incindia,"As we celebrate #NationalYouthDay, here's what the young and brilliant students from Dubai had to say about their interaction with Congress President @RahulGandhi.   #RahulGandhiWithDubaiStudents  https://t.co/75PBmQlfmO"
Congress,incindia,Watch: Congress President @RahulGandhi's full interaction with students at IMT Dubai.   #RahulGandhiWithDubaiStudents   https://t.co/ggXMrpkgVW
Congress,incindia,"'Brain Drain', was a 20th century idea. In 21st century people are more mobile and go where real opportunities are. One should make sure that your country provides opportunities: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/3Sj6GKSSEW"
Congress,incindia,Agriculture needs to be radically transformed. Currently our agriculture system is not connected to global economy: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/n60bskqxw2
Congress,incindia,"Congress President @RahulGandhi sits down for an extended conversation with UAE's Minister of Culture, Youth, and Social Development, Sheikh Nahyan bin Mubarak Al Nahyan.   #RahulGandhiInDubai  https://t.co/6EVTkjOGjd"
Congress,incindia,"Quick reminder to Smt. @nsitharaman. In the last 5 years there have been terrorist attacks in Pathankot, Uri, Gurdaspur, Amarnath Yatra &amp;  1094 incidences in J&amp;K. Clearly the lives of Jawans &amp; Indian civilians matter little to her.    https://t.co/u2MSyFJqPl"
Congress,incindia,"Modiji made a promise to the youth of India of 2 crore jobs a year, unfortunately for him the numbers don't lie. Besides promoting failed policies, the BJP govt. has done nothing to create employment for young Indians.   #NationalYouthDay  https://t.co/jgjHFRXXTd"
Congress,incindia,"Today we honour one of the greatest philosophers who became a guiding light for youth across the world, Swami Vivekananda. We hope that young Indians will be inspired by his ideas as we celebrate #NationalYouthDay.  https://t.co/23NUCEWWbK"
Congress,incindia,Justice Patnaik has made it abundantly clear that he did not sign off on the CVC report &amp; it was entirely based on Rakesh Asthana's statement. There is simply no evidence of corruption by #AlokVerma thereby proving PM Modi removed him out of fear.    https://t.co/wueLly2MTk
Congress,incindia,"If you look at our political system, maximum of women in political system come from rural background. We are currently fighting to put reservation for women in national politics: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/tuUeT4VX8S"
Congress,incindia,We need to reshape banking system so that SMEs can get financial resources so that they can scale up to become large companies: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/7E1XL9EfLa
Congress,incindia,Healthcare is a huge opportunity for India in global perspective. We are sitting on the biggest genetic resources on the planet and that is what cure &amp; medical health is going to be about in next 10-15 years: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/UX6pSz4dIm
Congress,incindia,Tolerance is embedded in our culture. But we see a lot of intolerance today which stems from the current govt: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/mkrXKpjXtN
Congress,incindia,India has taught me to look at a point of view that is completely different from mine: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/edZzDUR7Vg
Congress,incindia,"'Brain Drain', was a 20th century idea. In 21st century people are more mobile and go where real opportunities are. One should make sure that your country provides opportunities: Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents  https://t.co/IKoPZCif6i"
Congress,incindia,LIVE: CP @RahulGandhi interacts with students at IMT Dubai University. #RahulGandhiWithDubaiStudents  https://t.co/vQCzfm3F4F
Congress,incindia,The excitement is building as Congress President @RahulGandhi is about to arrive at IMT Dubai for his interaction with students from across UAE.   #RahulGandhiWithDubaiStudents   #NationalYouthDay  https://t.co/bXExbGhVyz
Congress,incindia,Students from across UAE have gathered at IMT Dubai for an engaging &amp; spirited interaction with Congress President @RahulGandhi   #RahulGandhiWithDubaiStudents   #NationalYouthDay  https://t.co/S1Ycz4tnJe
Congress,incindia,Students from IMT Dubai are filled excitement waiting for Congress President @RahulGandhi to arrive &amp; begin his interaction.   #RahulGandhiWithDubaiStudents  https://t.co/fWnyiUjBUK
Congress,incindia,Shri @RahulGandhi will be interacting with the student community on the second day of his official tour in Dubai. You can watch his interaction live across our social media channels.  Facebook:  https://t.co/KOgdMQvN0U   Youtube:  https://t.co/g2POk7bvU1  https://t.co/RpH20PxnCL
Congress,incindia,Uma Shankar Dikshit started his political career by joining the freedom movement where he was imprisoned four times. He was part of the INC and joined the Indira Gandhi cabinet in 1971 and thereafter.  https://t.co/DONIrWaLSa
Congress,incindia,Mufti Mohammad Sayeed served twice as the CM of Jammu &amp; Kashmir. He founded the Jammu and Kashmir Peoples Democratic Party in July 1989. Today we honour his memory.  https://t.co/tuw2S89Zuj
Congress,incindia,Bhagwan Das was an Indian Theosophist and freedom fighter. He joined the Hindustani Culture Society and was active in opposing rioting as a form of protest. He was awarded the Bharat Ratna in 1955.  https://t.co/fOIWmiPLqp
Congress,incindia,It is impossible for our great country to be strong if it is divided: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/9UdxAx2psQ
Congress,incindia,"The values that bring together the people of UAE and India are humility and tolerance; tolerance for different ideas, religions and communities. I'm sad to say that back home it is four and a half years of intolerance: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/ZY68wqgPJU"
Congress,incindia,Mahatma Gandhi picked up the idea of non-violence from every great religion where it is clearly written that violence will not help you achieve anything: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/OAFt8QHgVC
Congress,incindia,"India is not simply a geographical idea. You come to Dubai, you carry the idea of India in your heart: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/Gr2ZZ3rLuH"
Congress,incindia,"I want to tell you that till the day I die, my doors, my ears and my heart will always be open for you: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/lbOhBPP5aa"
Congress,incindia,"Every single Indian, irrespective of where they live, is responsible to bring India together once again. We have to say enough: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/0bRRIz8s7v"
Congress,incindia,"We can never run a country like India believing that only one idea is correct and all other are wrong. Today, my beloved country India is being divided for political reasons: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/ppJOCjh5bx"
Congress,incindia,You have mentioned to me that you have a desire to be represented in Indian politics. We are going to make sure that your voice is heard in your country: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/RD97CIpCdm
Congress,incindia,Single biggest problem that we face in India today is unemployment. We need to take this head-on. We need to show the rest of the world that not only we can beat unemployment but we can also challenge China: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/INFhfL5swT
Congress,incindia,I want a commitment from you to stand together with us and solve problems back in India: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/BYO66PeEJp
Congress,incindia,"Without the help of the NRIs, it would be impossible for India to be where it is today. In the last century, when we stood up and fought the British, the fight was led by an NRI called Mahatma Gandhi: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/AAj9D5CEm1"
Congress,incindia,"The values that bring together the people of UAE and India are humility and tolerance; tolerance for different ideas, religions and communities. I'm sad to say that back home it is four and a half years of intolerance: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/7HRc0v7BeE"
Congress,incindia,"When I met Your Highness Vice President &amp; Prime Minister of UAE, I experienced humility. Great nations are built with that kind of humility: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/e2zW32nKga"
Congress,incindia,"When I drive through UAE, I see your energy, blood and sweat. You have helped build this nation, and I feel proud that you have played your part with dignity, togetherness and tolerance: Congress President @RahulGandhi   #RahulGandhiInDubai  https://t.co/P2Jrhfm7PY"
Congress,incindia,LIVE: Congress President @RahulGandhi addresses Indian diaspora in Dubai. #RahulGandhiInDubai  https://t.co/HKtxhaZnzZ
Congress,incindia,Congress President @RahulGandhi arrives at the Dubai International Cricket Stadium to address the Indian diaspora in UAE.   #RahulGandhiInDubai  https://t.co/XWfFbOSING
Congress,incindia,LIVE: Congress President @RahulGandhi addresses Indian diaspora in Dubai. #RahulGandhiInDubai  https://t.co/JrKCORK23Y
Congress,incindia,The Dubai International Cricket Stadium is jam packed with Indians waiting for Congress President @RahulGandhi to arrive.   #RahulGandhiInDubai  https://t.co/OOoSPtCDl5
Congress,incindia,"Vice President &amp; Prime Minister of UAE and Ruler of Dubai @HHShkMohd presents Congress President @RahulGandhi with copies of his books after their meeting, along with senior leaders @milinddeora &amp; @sampitroda  #RahulGandhiInDubai  https://t.co/eAHQOduWAe"
Congress,incindia,Senior Congress leaders @sampitroda &amp; @milinddeora join Congress President @RahulGandhi at his meeting with Vice President &amp; Prime Minister of UAE @HHShkMohd  #RahulGandhiInDubai  https://t.co/raPzzlLs3w
Congress,incindia,Congress President @RahulGandhi meets with Vice President &amp; Prime Minister of UAE @HHShkMohd to discuss continued relations between both countries in the 21st century.   #RahulGandhiInDubai  https://t.co/32nAUQh0wc
Congress,incindia,Congress President @RahulGandhi was greeted with loud cheers &amp; an abundance of love &amp; admiration at his address to the labour community in Dubai.  #RahulGandhiInUAE   https://t.co/U81GFhwKnc
Congress,incindia,"At his meeting with business leaders &amp; professionals in Dubai, Congress President @RahulGandhi interacts with prominent UAE businessman BR Shetty.  https://t.co/bcT6dbl5OE"
Congress,incindia,Natural justice was scuttled &amp; the entire process was turned upside down in ensuring that the undersigned is removed from the post of the Director of CBI.: Former CBI Director #AlokVerma  https://t.co/hVwJiFsiu7
Congress,incindia,Congress President @RahulGandhi had a meaningful interaction with members of the Indian Business and Professional Council in Dubai.   #RahulGandhiInUAE  https://t.co/slhue0nE7K
Congress,incindia,We welcome the Delhi High Court's decision to continue investigating bribery charges against Rakesh Asthana. We can only imagine the skeletons that will be revealed after an independent investigation by the CBI on Modiji's blue-eyed boy!
Congress,incindia,"The first day of @RahulGandhi's UAE tour is off to a great start, with an exhilarating &amp; meaningful interaction with the people who make India shine abroad.   #RahulGandhiInUAE  https://t.co/GGBL1xcE4n"
Congress,incindia,Congress President @RahulGandhi was welcomed by the workers of Jabel Ali labour colony with a magnitude of love &amp; immense cheer.   #RahulGandhiInUAE  https://t.co/4DA5bkrTYV
Congress,incindia,A construction worker from Jabel Ali labour colony shares his love for Congress President @RahulGandhi and expresses his desire to see him leading India with compassion &amp; care for all Indians.   #RahulGandhiInUAE  https://t.co/W960AeIqou
Congress,incindia,"The crowds have gathered and the anticipation is palpable, Indian workers in Dubai wait eagerly for Congress President @RahulGandhi ahead of his address to the labour colony.  #RahulGandhiInUAE  https://t.co/4mn95L38Xn"
Congress,incindia,"A big start to the day, Congress President @RahulGandhi and @sampitroda meet with business leaders at a breakfast hosted by Mr. Sunny Varkey. @INCOverseas #RahulGandhiInUAE  https://t.co/P2wknGvcnx"
Congress,incindia,Congress President @RahulGandhi will be interacting with Indian workers &amp; professionals in Dubai today. Catch him live on our social media platforms.   Facebook:  https://t.co/NPOcx4pW6n  Youtube:  https://t.co/g2POk6TV2t  https://t.co/HF0pavpQYh
Congress,incindia,"Today we honour India's second Prime Minister and a strong leader of the masses, Shri Lal Bahadur Shastri. His leadership, his slogan of 'Jai Jawan Jai Kisaan', and his various contributions towards building India will always be remembered by one and all.  https://t.co/72MihsUGQl"
Congress,incindia,Former Union Minister @AnandSharmaINC briefs the press on the panicked removal of the Director CBI by the panel led by PM Modi.    https://t.co/vB0IEvz1WI
Congress,incindia,Congress President @RahulGandhi arrives in Dubai for a two day tour of the UAE #RahulGandhiInUAE  https://t.co/slPvhmGrju
Congress,incindia,Indians from across Dubai gather at the airport to greet Congress President @RahulGandhi with warmth &amp; love ahead of his two day tour in UAE.  #RahulGandhiInUAE  https://t.co/yr1lhVSgl8
Congress,incindia,An enthusiastic crowd awaits outside the Dubai airport to welcome Congress President @RahulGandhi #RahulGandhiInUAE  https://t.co/q36Ob8YxDh
Congress,incindia,"Ahead of his trip to Dubai, Congress President @RahulGandhi spoke with @gulf_news on the issues facing India today &amp; the mis-governance by PM Modi.    https://t.co/LlWu1nYRJc"
Congress,incindia,CP @RahulGandhi will be on a two-day tour in Dubai from tomorrow. He will be interacting with the Indian overseas community and the student community. Keep following our social media channels for live updates.  Facebook:  https://t.co/4vSpd7vsKP  Youtube:  https://t.co/g2POk7bvU1  https://t.co/x9TzCn90RP
Congress,incindia,"Congress President @RahulGandhi meets with HAL employees from the HAL Welfare Forum, prior to their press conference exposing Modi govt's lies.   #HALExposesModi  https://t.co/pixtozuyzc"
Congress,incindia,"By removing #AlokVerma from his position without giving him the chance to present his case, PM Modi has shown once again that he's too afraid of an investigation, either by an independent CBI director or by Parliament via JPC."
Congress,incindia,The web of lies spun by NoMo and his associates has been busted by the HAL Welfare Forum. Watch the highlights of their Press Conference where they explain how the current govt. has bled them dry and misled the nation on their capabilities.   #HALExposesModi  https://t.co/uTh6hHaz3p
Congress,incindia,Who is responsible to ensure India gains adequate TOT so as to enhance our capability? Dassault? French govt? No. The Indian govt. And they've betrayed the nation.  #HALExposesModi  https://t.co/KOaKG8KnKB
Congress,incindia,"For the first time in 3 decades, HAL doesn't have enough money to even pay salaries. Nomo's consistent attack on a PSU in an attempt is to save his friend is shameful and unworthy of the PM position.  #HALExposesModi  https://t.co/qMswutiVxX"
Congress,incindia,"The agenda of Modi govt is to bleed HAL dry to justify giving Rafale contract to Anil Ambani. Today, HAL exposes Modi's duplicity and his intent to compromise national security to help his BFF.  #HALExposesModi  https://t.co/SH8vEOvIE0"
Congress,incindia,"If only PM Modi had the good sense to hold these consultations earlier, we wouldn't have #GabbarSinghTax  Fortunately they're seeing the error of their ways &amp; heeding the suggestions made by Congress President @RahulGandhi    https://t.co/vitLf6bXg7"
Congress,incindia,What is PM Modi worried about? What does he not want the CBI to look into? The manner in which the CBI Chief was removed abruptly at midnight should be investigated: @AnandSharmaINC   https://t.co/SBB2E1Oyhd
Congress,incindia,"Years of effort by the Gujarat Govt to suppress the report on ""extra-judicial killings"" in Gujarat between 2002 &amp; 2006 have been finally defeated at the Supreme Court. Hopefully, the truth will finally come to light.   https://t.co/1Ej5f89MAf"
Congress,incindia,"The Modi govt's hate-ridden politics has trickled into the bureaucracy &amp; left a sour taste in their mouths. IAS topper Shah Faesal quit his position citing growing hatred, marginalisation of Muslims &amp; unabated killings in Kashmir.    https://t.co/HvjwaUpHyg"
Congress,incindia,"On 10th January 1966, the Tashkent Declaration was signed between India &amp; Pakistan resolving the Indo-Pak war of 1965. The agreement was signed by former PM of India Shri Lal Bahadur Shastri which marks one of the landmark days of Independent India.  https://t.co/2jZarxsfsp"
Congress,incindia,"Today we honour Murli Deora, former Mayor of Mumbai, a member of both Parliament houses &amp; a Union Minister.  Murli Deora was also part of the landmark Supreme Court case that ended smoking in public places.  https://t.co/XzIQGIZDbm"
Congress,incindia,"Narhar Vishnu Gadgil was a freedom fighter &amp; lawyer, who was deeply inspired by the leadership of Pandit Nehru, Mahatma Gandhi &amp; Vallabhai Patel. Today we honour his contributions to the nation.  https://t.co/ILhL5tbgGg"
Congress,incindia,"Today we remember Marotrao Kannamwar, former Chief Minister of Maharastra for his considerable contributions to the development of the state &amp; country.  https://t.co/nbD8D5IWk2"
Congress,incindia,John Mathai was an economist who served as India's first Railway Minister. He also served as the Finance Minister &amp; the first Chairman of the State Bank of India. He was awarded the Padma Vibhushan in 1959.  https://t.co/dWsZtfCYwg
Congress,incindia,"North Eastern states like Assam &amp; Tripura are up in arms against the BJP govt's divisive &amp; discriminatory Citizenship Amendment Bill, which directly contradicts their actions with NRC in the region.    https://t.co/iCGQSUa7dh"
Congress,incindia,"Youth of the country are tired of Mr. Modi. With Demonetisation he wrecked small businesses. He waived off loans of India's richest, but how many young entrepreneurs received financial support from Modi govt?: Congress President @RahulGandhi  #CongressKisanKeSaath  https://t.co/EZCei2sZqa"
Congress,incindia,"Farmers are our biggest asset. For the last 5 years, Mr. Modi has ignored our farmers and our youth: Congress President @RahulGandhi  #CongressKisanKeSaath  https://t.co/7lsVBh6bDb"
Congress,incindia,Green Revolution had provided food to the entire nation. A new green revolution is necessary in India: Congress President @RahulGandhi  #CongressKisanKeSaath  https://t.co/KIgr5EQNLn
Congress,incindia,"When we form the govt in centre in 2019, we will waive farm loans across the country. This is a first step to provide relief to the farmers but this is not the final solution: Congress President @RahulGandhi  #CongressKisanKeSaath  https://t.co/P1RezOyA6r"
Congress,incindia,Farmers of Rajasthan and India face similar kind of distress. I had promised to waive farm loans within 10 days of forming the govt. I'm happy to announce that we did it in 2: Congress President @RahulGandhi  #CongressKisanKeSaath  https://t.co/tnc1Kz85FX
Congress,incindia,"Congress President @RahulGandhi receives an incredibly warm welcome in Jaipur, Rajasthan at his Kisan Rally.  #CongressKisanKeSaath  https://t.co/8e5BYkRn2X"
Congress,incindia,"LIVE: Congress President @RahulGandhi addresses a Kisan Rally in Jaipur, Rajasthan. #CongressKisanKeSaath  https://t.co/SS0UOgHAfn"
Congress,incindia,Indians across the world have proved that our strength lies in our unity. The Congress party lauds the contributions of these people and continues to extend its support to the Indian overseas community.  #NRIDay #PravasiBharatiyaDivas  https://t.co/APKCm8GO8S
Congress,incindia,"You can watch Congress President @RahulGandhi's speech at the Kisan Rally in Jaipur today, live on our social media platforms.   #CongressKisanKeSaath  Facebook:  https://t.co/nX8RdNUP9b  Youtube:  https://t.co/g2POk7bvU1  https://t.co/6VdMAlvQfu"
Congress,incindia,"On this day in 1915, Mahatma Gandhi returned to India and began his long struggle for India's independence. Since then, the world has seen the strength and mettle of Indians everywhere. We honour the contributions of all Indians overseas.  https://t.co/wxmCkvgYBI"
Congress,incindia,"BJP claims this is a new idea. But the truth is, in 2013, Congress govt in Haryana first introduced 10% reservation. However, the BJP opposed this and sought High Court intervention: Lok Sabha MP, @DeependerSHooda    https://t.co/Tx1IiE0sHD"
Congress,incindia,"Congress President @RahulGandhi met Andhra Pradesh Chief Minister, @ncbn.  https://t.co/2K8erDwFIc"
Congress,incindia,The Citizenship Amendment Bill 2019 is a highly divisive &amp; discriminatory bill that contradicts the govt's actions with NRC in Assam.  https://t.co/s6aRNAic1Z
Congress,incindia,"Congress President @RahulGandhi will be in Jaipur, Rajasthan tomorrow. Keep following our social media channels to watch him live.   Facebook:  https://t.co/nX8RdNUP9b  Youtube:  https://t.co/g2POk7bvU1  https://t.co/IgPH7X2c4G"
Congress,incindia,Apsara Reddy has been appointed the first transgender National General Secretary of @MahilaCongress by Congress President @RahulGandhi  https://t.co/qDTZSgaoMH
Congress,incindia,Congress President @RahulGandhi meets and interacts with former British Prime Minister Tony Blair.  https://t.co/qqZxHu1QK2
Congress,incindia,The DNA Regulation Bill passed by the BJP govt. violates our Fundamental Right to Privacy by failing to provide safeguards for the protection of citizens' data.  https://t.co/FUitNmTV6t
Congress,incindia,Congress President @RahulGandhi addresses the media regarding the #AlokVerma verdict by the Supreme Court.  https://t.co/6xjD3kym8T
Congress,incindia,"The evidence on Rafale is open &amp; shut. It is pretty clear that the Prime Minister has personally helped Anil Ambani get Rs. 30,000 crore:   Congress President @RahulGandhi addressing the media on the #RafaleScam  https://t.co/LqutZtiJru"
Congress,incindia,Clearly PM Modi's witch-hunt on the AugustaWestland deal is a desperate attempt to shake the stench of corruption from himself.    https://t.co/ZcM3aVWbOc
Congress,incindia,Shri @rssurjewala addresses the media on the Supreme Court's verdict on #AlokVerma    https://t.co/gDPpMNcq2j
Congress,incindia,When PM Modi illegally removed CBI Director #AlokVerma from his position he insulted both the Constitution of India &amp; the Indian people. Today's SC verdict proves that democracy &amp; justice will always triumph.  https://t.co/K9JWa44GD3
Congress,incindia,"Alok Verma was investigating the #RafaleScam, so he was illegally &amp; undemocratically removed from his position. Today the SC has proven to PM Modi that democracy will always fight back.  Where will NoMo hide, now that all his skeletons are falling out of the closet."
Congress,incindia,We welcome the Supreme Court's verdict lambasting the govt. against their illegal removal of Alok Verma as CBI Director.  The SC has reinstated Alok Verma as director.
Congress,incindia,Jyotindra Nath Dixit served as Foreign Secretary from 1991-94 and National Security Advisor to former PM Dr. Manmohan Singh. He is remembered for his role in negotiating disputes with Pakistan &amp; China.  https://t.co/vhsg6nfXqr
Congress,incindia,Ashapoorna Devi was a prominent novelist and poet who was highly regarded for her contributions to Indian literature. She was awarded the Padma Shri for her works. We remember her today.  https://t.co/IGXnxMwS42
Congress,incindia,Kelucharan Mohapatra was a legendary Indian classical dancer who was known for the revival of the classical Odissi dance form. He was also the first person from Odisha to have been awarded the Padma Vibhushan. We honour his contributions today.  https://t.co/vWk4A5seqY
Congress,incindia,"We are for helping the economically poorer sections of the society, but along with providing reservation when will Modi govt create jobs?: @rssurjewala  Watch the highlights of the press conference:  https://t.co/dkpjm2KNjH"
Congress,incindia,NDA government has seriously compromised national security by reducing aircrafts from 126 MMRCA of UPA deal to 36 MMRCA: A K Antony #SaveHAL  Watch the highlights of the press conference:  https://t.co/A64Ur11BPW
Congress,incindia,"Stop-gap measures to improve rankings are not going to help anyone. India's jump in the Ease of Doing Business Index is merely cosmetic, there has been no real impact on the ground.    https://t.co/64b7YrPPXC"
Congress,incindia,"RTI is one of India's strongest tools to fight corruption. With more than 26,000 queries pending, it is clear that the Modi govt. is peddling 26,000 lies.   https://t.co/L1KoJexrKZ"
Congress,incindia,100 days are left for elections and Mr. Modi now remembers the economically weaker sections of the society: @rssurjewala   https://t.co/6ysZJHo7xc
Congress,incindia,#DoubleA falls deeper into hot water as SC issues a notice to Reliance Comm for not paying its dues to @ericsson Anil Ambani is now at risk of contempt of court.   Why is PM Modi so hell bent on giving him a contract as critical as Rafale?   https://t.co/44HfeFSm5w
Congress,incindia,"The NoMo govt. has allowed HAL to reach a tipping point after 70 years of service to this nation. They have taken away contracts, they have lied about projects &amp; they have failed to pay their dues.   #SaveHAL  https://t.co/qpQx2E6jSc"
Congress,incindia,Congress President @RahulGandhi speaking with HAL employees &amp; assuring them we will always fight for them.  #SaveHAL    https://t.co/HIIDtUV58q
Congress,incindia,LIVE: Congress President @RahulGandhi addresses media in Parliament on Rafale Scam. #SaveHAL  https://t.co/4LkqpgOAfa
Congress,incindia,"On what basis did Mr. Anil Ambani receive the ₹30,000Cr worth project? I still haven't received answer to this: Congress President @RahulGandhi   #SaveHAL  https://t.co/WC58ClQjjQ"
Congress,incindia,"DM @nsitharaman claims they are helping HAL, but Dassault has received ₹20,000Cr without even delivering the aircraft, whereas Govt owes HAL ₹15700Cr on completed projects: Congress President @RahulGandhi   #SaveHAL  https://t.co/J6Fy4VqTAn"
Congress,incindia,"I have raised a simple question- when Mr. Modi conducted a bypass surgery on Rafale, did the Defence Ministry raise objections to it, yes or no?: Congress President @RahulGandhi   #SaveHAL"
Congress,incindia,"DM @nsitharaman lied in the Parliament claiming Modi govt has given ₹1,00,000Cr to HAL: Congress President @RahulGandhi   #SaveHAL  https://t.co/c2pRPqDd2y"
Congress,incindia,"The payment to Dassault was made over the objections of Defence Ministry officials, who had asked for (as is norm) Bank Guarantee from Dassault or a Sovereign Guarantee by France. Neither of which were provided. Did PM Modi make such a huge exemption for #DoubleA? #SaveHAL 2/2"
Congress,incindia,"The Modi Govt has not paid HAL's dues of 20,000 (till March 31st) crore for goods already delivered, almost exactly the amount Dassault that has already been paid for goods not yet delivered. Is PM Modi trying to bankrupt HAL to help #DoubleA? #SaveHAL 1/2  https://t.co/z7lpMdCKUW"
Congress,incindia,Congratulations #TeamIndia on your fantastic win in Australia. Once again you have done your country immensely proud.  https://t.co/pFwgrL1HKN
Congress,incindia,"Today we remember the former Chief Minister of the state of Jammu and Kashmir, Mufti Mohammad Sayeed. He served twice as the CM. He founded the Jammu and Kashmir Peoples Democratic Party in July 1989.  https://t.co/3h1K2rR0AK"
Congress,incindia,India's unemployment rate has increased to 7.4% in Dec 2018. This is the highest in a decade. Daily wage labourers and small businesses suffered the most. These are the same who were affected by Demonetisation: @ManishTewari  #IndiaMaangeJobs
Congress,incindia,"In Dec 2017, 40.79Cr people were employed. In 2018, it was reduced to 39.07Cr. Which means more than 1 crore people lost their jobs. It's astonishing that more than 80% of those unemployed were women and more than 90% belonged to rural India: @ManishTewari #IndiaMaangeJobs"
Congress,incindia,"During 2014 elections, Mr. Modi had promised 'Acche Din', which included 2 crore jobs every year. In 5 years, this sums up to 10 crore : @ManishTewari #IndiaMaangeJobs"
Congress,incindia,"Defence Minister @nsitharaman lied in Parliament when she stated her govt. has given orders worth Rs 1 lakh crore to HAL.  Not a single Rupee has been received by HAL, as not a single order has been signed.    https://t.co/UDMCg5cmOF"
Congress,incindia,"The NoMo govt. claims there is no #jobsdata. With numbers like this, we're not surprised.   #IndiaMaangeJobs  https://t.co/cLlTpQhXlx"
Congress,incindia,The first step to solving the job crisis is to accept that there is one.   Congress President @RahulGandhi addresses the causality &amp; solution for India's increasing unemployment.   #IndiaMaangeJobs  https://t.co/If8qaPMYwA
Congress,incindia,The result of Modinomics:  1 crore jobs lost in just 1 year  #Unemployment at 20 year high 2% loss to GDP due to #DemonetisationDisaster  New investments at 14 year low   Welcome to New India!   #IndiaMaangeJobs  https://t.co/WUMSPXoNnO
Congress,incindia,"@BJP4India @nsitharaman Oops BJP, looks like you forgot to add a part of @nsitharaman's ""performance"" in Parliament yesterday.   #2SawalDoJawab  https://t.co/SDYrINDGY4"
Congress,incindia,"On 24th Aug 2016, PM Modi ignores his govt &amp; accepts 'Letter of Comfort' instead of Sovereign Guarantee.  Within a month the deal is signed &amp; PM Modi's debt-ridden BFF Anil Ambani gets the offset contract.   Waah BJP Waah!   #2SawalDoJawab"
Congress,incindia,".@nsitharaman is this what you consider due process?  PM Modi announces purchase agreement before DAC &amp; CCS approval.  On 18th &amp; 23rd Aug 2016, Def Min &amp; Law Min raised concerns about lack of Sovereign Guarantee from French gov. as a condition of DPP. #2SawalDoJawab (1/2)"
Congress,incindia,"Incase you need a little more help understanding, please find attached a news clipping on the same.   #2SawalDoJawab  https://t.co/eSYPqamAuf"
Congress,incindia,"Dear BJP, please refer to time stamp: 2:00 mins on this very video. President @EmmanuelMacron has clearly stated the BJP govt. can reveal details of the Rafale deal to Parliament.  Next time you want to lie, be a little more tactful.   #2SawalDoJawab"
Congress,incindia,".@HAL_India, a cash surplus PSU with over 50 years of experience is forced to borrow money for the first time in 3 decades. Meanwhile an indebted friend of PM Modi with zero experience bags the Rafale deal. Only in Modi's New India.  #2SawalDoJawab   https://t.co/i8HE00oVhO"
